student_id,gender,year,platform_preference,daily_screen_time_hrs,study_hours,sleep_hours,attendance_pct,assignment_completion_pct,exam_score,cgpa,screen_time_group,at_risk
S00789,Female,1st Year,TikTok,5.35,0.0,6.43,74.2,57.0,53.0,8.55,4-6h,0
S00790,Female,3rd Year,Twitter/X,1.85,3.4,7.78,96.3,73.8,83.9,9.4,<2h,0
S00791,Male,1st Year,Twitter/X,6.45,2.43,7.63,83.0,66.6,66.0,8.74,6-8h,0
S00792,Female,1st Year,YouTube,5.96,2.32,6.21,79.9,57.7,63.8,8.82,4-6h,0
S00793,Female,2nd Year,Instagram,6.1,2.72,6.37,93.2,64.4,52.8,8.12,6-8h,1
S00794,Male,1st Year,Snapchat,2.69,3.9,6.22,82.3,75.1,74.3,9.52,2-4h,0
S00795,Female,1st Year,YouTube,3.12,3.2,7.32,85.9,63.2,74.2,8.64,2-4h,0
S00796,Female,4th Year,Instagram,7.82,0.69,5.55,96.2,51.3,61.8,9.08,6-8h,0
S00797,Female,1st Year,Twitter/X,5.41,3.74,7.76,100.0,74.8,77.4,9.08,4-6h,0
S00798,Male,2nd Year,Instagram,7.0,0.0,4.45,98.9,57.5,42.0,8.13,6-8h,1
S00799,Male,1st Year,Instagram,5.56,0.0,6.52,82.1,57.5,55.4,7.98,4-6h,1
S00800,Male,1st Year,Instagram,5.57,4.1,7.38,97.2,65.0,72.2,8.97,4-6h,0
S00801,Male,1st Year,TikTok,7.56,3.39,6.93,73.0,79.2,54.6,9.51,6-8h,0
S00802,Female,3rd Year,TikTok,4.36,3.12,10.0,77.3,64.8,68.0,9.48,4-6h,0
S00803,Male,2nd Year,YouTube,5.71,0.87,7.42,61.2,64.3,54.7,7.68,4-6h,1
S00804,Female,3rd Year,YouTube,4.48,2.12,5.85,100.0,64.4,76.4,9.56,4-6h,0
S00805,Male,2nd Year,YouTube,4.54,2.78,7.02,77.5,70.4,69.6,9.38,4-6h,0
S00806,Male,2nd Year,TikTok,4.82,0.73,4.79,84.6,67.2,59.5,8.32,4-6h,1
S00807,Female,4th Year,Instagram,5.99,1.8,6.82,75.3,53.7,61.3,8.64,4-6h,0
S00808,Male,3rd Year,WhatsApp,4.45,4.17,6.08,93.2,74.4,77.0,9.27,4-6h,0
S00809,Female,2nd Year,Instagram,8.26,4.64,7.78,77.9,78.6,73.1,9.64,8h+,0
S00810,Male,2nd Year,WhatsApp,3.53,2.73,6.58,74.3,85.9,52.4,8.63,2-4h,0
S00811,Male,4th Year,Instagram,5.09,4.21,6.91,89.9,72.4,76.3,9.26,4-6h,0
S00812,Female,3rd Year,Snapchat,4.53,0.3,6.32,71.8,63.1,46.6,8.18,4-6h,1
S00813,Female,1st Year,Instagram,8.68,3.42,8.78,72.8,82.3,69.5,8.01,8h+,1
S00814,Male,4th Year,Instagram,5.93,1.72,6.52,63.4,73.5,53.3,9.25,4-6h,0
S00815,Male,2nd Year,Twitter/X,7.77,3.05,9.04,68.0,60.2,61.9,8.14,6-8h,1
S00816,Female,3rd Year,Twitter/X,2.23,3.22,8.55,90.7,70.7,70.5,9.51,2-4h,0
S00817,Other,2nd Year,YouTube,6.09,4.87,7.54,64.6,81.3,76.1,8.32,6-8h,1
S00818,Female,4th Year,TikTok,7.46,1.34,7.19,67.8,52.5,55.5,8.04,6-8h,1
S00819,Male,4th Year,TikTok,5.68,3.91,7.48,84.8,80.2,75.7,9.21,4-6h,0
S00820,Other,3rd Year,Twitter/X,7.84,2.16,4.14,76.8,65.0,47.9,7.95,6-8h,1
S00821,Male,4th Year,YouTube,4.36,2.97,6.81,100.0,75.2,69.7,9.41,4-6h,0
S00822,Male,4th Year,TikTok,8.6,2.17,7.63,99.6,59.0,64.7,8.46,8h+,0
S00823,Female,1st Year,YouTube,10.56,0.82,6.18,70.3,48.4,38.3,8.28,8h+,1
S00824,Male,2nd Year,YouTube,4.7,3.12,5.29,91.5,82.6,72.2,9.55,4-6h,0
S00825,Male,1st Year,Twitter/X,4.52,3.08,7.08,93.7,69.1,60.1,8.88,4-6h,0
S00826,Male,1st Year,Instagram,8.7,2.79,8.74,75.2,59.4,57.4,8.52,8h+,0
S00827,Male,3rd Year,Instagram,8.98,2.5,8.1,65.9,60.7,65.5,8.36,8h+,0
S00828,Female,4th Year,TikTok,4.35,4.4,7.09,86.3,76.9,79.8,9.52,4-6h,0
S00829,Female,2nd Year,TikTok,4.58,4.55,8.38,84.4,67.2,79.7,9.33,4-6h,0
S00830,Male,2nd Year,Instagram,4.88,1.54,6.62,81.4,61.3,72.9,8.72,4-6h,0
S00831,Female,2nd Year,YouTube,2.54,4.84,5.23,93.0,75.0,67.9,9.45,2-4h,0
S00832,Female,4th Year,WhatsApp,3.48,1.58,6.1,79.9,75.3,57.9,8.83,2-4h,0
S00833,Female,2nd Year,Instagram,3.29,4.28,9.36,76.1,69.8,76.7,9.91,2-4h,0
S00834,Male,2nd Year,TikTok,3.81,4.23,6.9,88.1,61.8,82.9,9.57,2-4h,0
S00835,Other,4th Year,Snapchat,5.42,0.15,6.7,89.0,44.9,61.3,8.7,4-6h,0
S00836,Female,3rd Year,YouTube,6.02,3.05,6.53,72.6,56.5,57.6,9.01,6-8h,0
S00837,Male,2nd Year,WhatsApp,8.91,1.68,8.96,90.2,69.9,65.7,8.42,8h+,0
S00838,Male,4th Year,Snapchat,3.3,2.26,9.44,69.9,71.0,65.8,9.1,2-4h,0
S00839,Male,1st Year,YouTube,7.67,4.64,9.56,76.6,74.1,79.6,8.6,6-8h,0
S00840,Female,4th Year,TikTok,5.03,2.1,6.86,83.0,71.6,57.9,9.25,4-6h,0
S00841,Male,1st Year,TikTok,5.39,1.81,7.4,78.8,66.2,60.9,7.52,4-6h,1
S00842,Female,4th Year,TikTok,6.98,2.85,4.81,77.6,65.4,55.9,8.47,6-8h,0
S00843,Male,2nd Year,Twitter/X,3.03,4.47,9.29,100.0,86.3,93.8,10.0,2-4h,0
S00844,Female,3rd Year,YouTube,6.34,2.64,5.36,75.5,67.7,56.2,8.04,6-8h,1
S00845,Male,3rd Year,YouTube,5.87,4.68,7.23,100.0,84.7,79.4,9.5,4-6h,0
S00846,Female,2nd Year,Instagram,6.58,3.6,5.41,88.1,73.9,70.1,8.56,6-8h,0
S00847,Female,1st Year,Instagram,6.14,0.0,6.14,85.2,54.0,55.3,8.09,6-8h,1
S00848,Male,4th Year,Instagram,10.9,1.23,5.1,83.3,50.1,51.2,8.25,8h+,1
S00849,Male,2nd Year,Twitter/X,4.1,2.41,6.42,100.0,64.0,73.0,9.15,4-6h,0
S00850,Male,4th Year,TikTok,4.33,3.93,6.47,76.5,83.7,68.7,8.25,4-6h,1
S00851,Female,2nd Year,TikTok,4.13,0.0,6.49,75.4,59.3,51.5,7.98,4-6h,1
S00852,Female,2nd Year,TikTok,4.28,7.04,8.27,78.9,77.0,88.9,10.0,4-6h,0
S00853,Male,4th Year,Twitter/X,4.1,4.05,5.77,87.0,77.3,75.8,9.38,4-6h,0
S00854,Male,3rd Year,YouTube,8.12,2.75,6.89,64.6,62.9,54.5,9.09,8h+,0
S00855,Male,3rd Year,Twitter/X,8.63,4.21,8.11,81.5,69.5,67.9,9.49,8h+,0
S00856,Female,1st Year,YouTube,4.24,6.74,6.52,100.0,97.7,82.0,9.71,4-6h,0
S00857,Female,4th Year,WhatsApp,3.67,4.64,6.34,88.7,84.6,83.2,10.0,2-4h,0
S00858,Female,1st Year,TikTok,6.54,4.24,6.54,80.8,71.2,70.6,8.93,6-8h,0
S00859,Male,2nd Year,Instagram,4.29,3.41,8.72,80.3,61.3,79.5,8.75,4-6h,0
S00860,Male,1st Year,TikTok,6.89,2.54,7.04,92.3,61.2,65.4,8.46,6-8h,0
S00861,Other,2nd Year,TikTok,5.95,2.21,6.24,76.2,71.6,49.3,7.66,4-6h,1
S00862,Male,4th Year,Instagram,2.17,2.36,8.13,100.0,63.8,75.8,9.99,2-4h,0
S00863,Female,4th Year,TikTok,8.9,1.36,5.06,100.0,75.2,54.2,8.9,8h+,0
S00864,Male,4th Year,YouTube,9.45,0.26,7.29,82.8,53.9,52.0,7.6,8h+,1
S00865,Male,4th Year,Instagram,4.15,3.13,7.73,86.5,72.3,60.4,9.02,4-6h,0
S00866,Female,1st Year,WhatsApp,4.65,0.63,6.73,96.3,58.2,62.3,8.72,4-6h,0
S00867,Other,2nd Year,TikTok,6.13,3.17,5.82,95.2,72.5,71.9,8.5,6-8h,0
S00868,Female,3rd Year,Twitter/X,6.24,2.81,5.74,76.1,58.0,57.1,7.94,6-8h,1
S00869,Male,4th Year,TikTok,6.95,2.96,7.48,78.0,83.7,64.0,8.58,6-8h,0
S00870,Male,4th Year,YouTube,9.92,1.42,7.93,66.5,66.9,44.1,7.91,8h+,1
S00871,Female,2nd Year,TikTok,5.11,7.69,6.23,89.6,91.7,85.7,9.62,4-6h,0
S00872,Female,3rd Year,TikTok,3.74,5.36,7.86,93.8,68.2,83.6,9.72,2-4h,0
S00873,Female,4th Year,WhatsApp,2.47,1.68,4.74,75.1,72.2,57.5,9.36,2-4h,0
S00874,Male,3rd Year,Instagram,3.89,3.64,6.48,82.4,83.6,76.6,9.01,2-4h,0
S00875,Female,4th Year,Twitter/X,5.43,2.1,6.97,71.6,71.3,55.6,8.69,4-6h,0
S00876,Female,1st Year,WhatsApp,9.45,0.77,5.23,71.3,47.3,37.9,8.18,8h+,1
S00877,Female,1st Year,TikTok,4.36,1.19,5.95,91.9,60.5,73.3,8.92,4-6h,0
S00878,Female,3rd Year,WhatsApp,5.99,3.56,6.06,77.1,66.3,71.5,8.6,4-6h,0
S00879,Male,2nd Year,YouTube,5.46,1.98,7.39,82.0,61.3,52.0,8.77,4-6h,0
S00880,Other,2nd Year,WhatsApp,8.11,3.98,6.36,65.6,79.6,55.8,8.82,8h+,0
S00881,Female,1st Year,TikTok,11.06,3.49,3.26,80.2,45.2,53.5,7.66,8h+,1
S00882,Female,2nd Year,Instagram,4.33,5.27,4.42,86.0,83.3,78.9,9.81,4-6h,0
S00883,Female,2nd Year,Twitter/X,4.42,1.92,6.37,79.0,57.4,53.6,9.31,4-6h,0
S00884,Female,2nd Year,YouTube,7.8,3.3,7.25,80.4,58.2,70.7,8.41,6-8h,0
S00885,Female,3rd Year,YouTube,7.0,3.68,3.2,85.0,52.4,67.3,8.77,6-8h,0
S00886,Male,3rd Year,TikTok,9.56,1.56,5.74,72.0,53.1,50.5,8.23,8h+,1
S00887,Male,2nd Year,Instagram,6.78,1.61,6.12,68.7,74.7,61.1,8.08,6-8h,1
S00888,Male,1st Year,YouTube,4.71,5.56,8.92,100.0,80.3,91.2,9.9,4-6h,0
S00889,Male,2nd Year,Snapchat,6.8,3.11,6.3,77.1,57.5,65.2,8.73,6-8h,0
S00890,Male,4th Year,Instagram,7.94,3.51,7.13,81.1,74.4,73.8,8.1,6-8h,1
S00891,Male,1st Year,Instagram,7.31,1.44,6.91,92.9,71.0,66.2,8.67,6-8h,0
S00892,Male,3rd Year,Instagram,6.62,0.97,4.06,100.0,61.8,51.7,7.97,6-8h,1
S00893,Male,4th Year,YouTube,7.85,1.72,7.65,69.7,77.3,57.8,8.7,6-8h,0
S00894,Male,2nd Year,Snapchat,8.07,2.35,6.89,86.4,69.1,56.2,8.24,8h+,1
S00895,Male,2nd Year,Snapchat,8.54,0.86,7.2,74.3,62.7,52.4,8.02,8h+,1
S00896,Female,1st Year,WhatsApp,6.93,2.73,10.0,77.9,59.3,69.2,9.36,6-8h,0
S00897,Female,1st Year,TikTok,5.13,0.53,4.35,78.2,67.4,43.3,8.47,4-6h,0
S00898,Male,2nd Year,Instagram,5.82,1.26,9.19,73.4,65.0,58.6,8.1,4-6h,1
S00899,Female,2nd Year,WhatsApp,8.15,3.53,6.23,81.4,70.1,64.4,8.26,8h+,1
S00900,Female,1st Year,Snapchat,3.7,4.23,7.64,72.4,70.5,71.7,8.98,2-4h,0
S00901,Male,4th Year,TikTok,6.31,2.27,6.82,93.5,66.5,67.2,8.89,6-8h,0
S00902,Female,3rd Year,TikTok,4.63,1.63,6.58,86.6,60.0,68.2,8.87,4-6h,0
S00903,Female,1st Year,WhatsApp,5.56,1.45,6.25,89.1,47.2,60.8,8.3,4-6h,1
S00904,Female,4th Year,TikTok,8.31,1.93,7.01,77.0,68.8,56.5,7.83,8h+,1
S00905,Male,2nd Year,YouTube,5.92,3.89,4.96,80.8,59.0,75.2,9.0,4-6h,0
S00906,Female,3rd Year,TikTok,5.6,4.37,7.96,87.8,73.9,79.1,9.12,4-6h,0
S00907,Male,4th Year,Instagram,2.51,2.79,6.91,76.9,76.5,71.7,9.96,2-4h,0
S00908,Female,3rd Year,YouTube,7.14,0.97,5.28,79.4,62.7,45.6,8.26,6-8h,1
S00909,Other,3rd Year,YouTube,6.92,3.15,6.2,74.7,64.7,65.6,9.38,6-8h,0
S00910,Female,3rd Year,Instagram,10.26,0.91,7.92,70.4,56.4,48.0,7.43,8h+,1
S00911,Female,4th Year,Instagram,4.82,2.34,6.41,64.7,72.1,67.1,7.98,4-6h,1
S00912,Male,4th Year,Instagram,5.98,4.9,7.39,97.8,79.8,80.3,8.88,4-6h,0
S00913,Other,2nd Year,TikTok,6.05,4.14,5.97,77.5,85.4,57.3,9.37,6-8h,0
S00914,Female,3rd Year,Snapchat,8.97,2.61,7.46,92.5,63.6,52.1,9.25,8h+,0
S00915,Male,1st Year,WhatsApp,5.29,1.13,7.92,95.9,64.4,69.1,8.45,4-6h,0
S00916,Female,1st Year,YouTube,6.11,3.21,9.31,71.4,61.4,63.7,8.69,6-8h,0
S00917,Male,1st Year,TikTok,6.84,4.35,6.57,72.5,74.2,69.6,8.36,6-8h,0
S00918,Male,4th Year,WhatsApp,5.91,2.36,7.81,100.0,71.8,70.7,8.23,4-6h,1
S00919,Female,2nd Year,Instagram,4.52,5.2,7.27,100.0,75.9,83.8,9.85,4-6h,0
S00920,Male,4th Year,TikTok,5.93,4.86,8.62,84.2,78.3,77.1,9.33,4-6h,0
S00921,Female,3rd Year,Snapchat,7.86,5.07,5.71,84.7,68.7,65.4,8.95,6-8h,0
S00922,Male,1st Year,Instagram,3.24,3.86,8.31,81.4,81.1,77.2,8.76,2-4h,0
S00923,Male,4th Year,Twitter/X,5.79,3.83,6.7,89.0,78.4,68.4,9.71,4-6h,0
S00924,Other,1st Year,Snapchat,3.96,5.4,7.15,79.7,86.3,78.3,9.25,2-4h,0
S00925,Male,4th Year,Instagram,8.13,3.2,6.72,61.5,65.9,54.2,8.6,8h+,0
S00926,Female,1st Year,Instagram,2.15,2.85,7.83,75.8,66.4,71.2,8.6,2-4h,0
S00927,Female,3rd Year,Instagram,4.27,2.55,7.03,86.7,65.1,74.5,8.89,4-6h,0
S00928,Female,1st Year,YouTube,6.33,3.21,7.15,72.7,73.0,63.0,8.87,6-8h,0
S00929,Female,3rd Year,TikTok,8.94,0.44,8.53,80.2,74.8,56.6,8.2,8h+,1
S00930,Female,3rd Year,TikTok,5.36,2.81,8.3,74.4,66.1,75.4,8.88,4-6h,0
S00931,Male,4th Year,Instagram,4.28,4.86,8.31,78.6,80.5,84.0,9.56,4-6h,0
S00932,Female,4th Year,Twitter/X,9.64,0.0,5.79,88.6,48.2,48.7,7.45,8h+,1
S00933,Male,4th Year,YouTube,2.31,5.88,6.32,91.3,75.7,90.1,9.87,2-4h,0
S00934,Female,3rd Year,Instagram,0.66,5.55,8.97,90.7,80.1,99.0,10.0,<2h,0
S00935,Female,2nd Year,YouTube,6.47,2.14,7.99,92.6,48.1,66.5,8.88,6-8h,0
S00936,Female,2nd Year,TikTok,4.4,4.01,9.08,91.1,85.0,85.6,9.38,4-6h,0
S00937,Female,3rd Year,YouTube,3.25,3.41,6.55,100.0,56.5,81.8,8.84,2-4h,0
S00938,Female,3rd Year,Instagram,7.06,4.56,6.47,78.5,68.9,67.0,8.38,6-8h,0
S00939,Female,4th Year,Instagram,6.04,4.38,4.79,80.1,62.8,73.7,8.03,6-8h,1
S00940,Female,4th Year,Snapchat,4.26,1.12,6.68,73.5,58.6,58.6,8.89,4-6h,0
S00941,Male,4th Year,WhatsApp,2.68,4.39,8.72,84.1,89.3,81.5,9.87,2-4h,0
S00942,Male,2nd Year,YouTube,7.42,2.35,6.11,92.3,65.3,59.2,8.97,6-8h,0
S00943,Female,2nd Year,YouTube,6.93,2.87,7.62,96.3,58.4,69.8,9.01,6-8h,0
S00944,Female,3rd Year,TikTok,5.28,1.95,6.79,94.9,61.6,72.3,7.95,4-6h,1
S00945,Male,2nd Year,TikTok,9.56,4.89,6.81,62.2,61.3,66.6,8.12,8h+,1
S00946,Male,4th Year,YouTube,3.15,4.98,5.86,98.7,78.9,86.1,9.67,2-4h,0
S00947,Male,4th Year,Twitter/X,2.14,2.49,7.61,70.6,75.0,72.6,9.11,2-4h,0
S00948,Female,4th Year,TikTok,3.98,1.27,3.34,95.8,81.8,68.7,8.57,2-4h,0
S00949,Female,4th Year,YouTube,5.4,2.44,6.77,81.4,52.3,63.4,8.93,4-6h,0
S00950,Male,4th Year,TikTok,6.04,3.56,4.8,91.4,69.5,61.4,8.88,6-8h,0
S00951,Male,1st Year,WhatsApp,4.97,3.46,8.65,72.3,68.9,77.6,9.06,4-6h,0
S00952,Male,3rd Year,Snapchat,6.27,4.74,7.89,95.8,80.5,75.7,9.02,6-8h,0
S00953,Male,3rd Year,Instagram,2.75,4.68,8.02,73.7,81.9,75.1,9.82,2-4h,0
S00954,Male,2nd Year,YouTube,8.68,3.88,8.5,74.5,70.8,53.9,8.54,8h+,0
S00955,Female,4th Year,YouTube,5.32,3.52,5.79,75.2,73.8,69.4,8.34,4-6h,1
S00956,Other,1st Year,YouTube,7.96,0.47,8.9,64.5,49.6,38.7,7.79,6-8h,1
S00957,Male,4th Year,TikTok,6.25,2.57,8.1,85.0,76.1,61.7,8.63,6-8h,0
S00958,Male,4th Year,Snapchat,6.5,4.41,6.54,100.0,77.9,79.7,9.57,6-8h,0
S00959,Male,2nd Year,Snapchat,6.75,2.7,8.29,100.0,73.3,74.9,8.9,6-8h,0
S00960,Male,1st Year,WhatsApp,6.48,3.58,5.41,84.8,79.2,62.3,8.77,6-8h,0
S00961,Male,1st Year,Instagram,6.91,2.27,5.72,94.5,67.7,62.0,8.14,6-8h,1
S00962,Male,3rd Year,Twitter/X,8.42,0.93,5.77,83.8,69.5,45.4,8.47,8h+,0
S00963,Male,4th Year,Snapchat,5.93,2.74,6.25,89.5,70.6,62.9,8.55,4-6h,0
S00964,Female,1st Year,YouTube,7.06,3.18,5.39,79.7,65.1,63.3,8.62,6-8h,0
S00965,Female,3rd Year,Snapchat,5.3,2.05,8.62,87.2,66.6,64.2,9.44,4-6h,0
S00966,Female,1st Year,Instagram,8.67,2.08,6.19,86.6,60.4,55.3,8.56,8h+,0
S00967,Male,4th Year,Snapchat,4.01,1.86,7.68,81.0,64.2,56.9,8.19,4-6h,1
S00968,Female,3rd Year,TikTok,9.46,3.97,5.66,79.5,77.9,67.6,7.78,8h+,1
S00969,Female,1st Year,YouTube,5.41,2.57,4.65,84.5,70.4,65.6,8.7,4-6h,0
S00970,Male,2nd Year,TikTok,2.35,5.75,7.82,97.0,83.8,96.3,9.4,2-4h,0
S00971,Male,1st Year,TikTok,5.78,5.24,4.47,74.0,78.4,78.2,9.27,4-6h,0
S00972,Female,4th Year,Instagram,4.0,3.15,7.14,86.3,96.1,67.3,9.12,2-4h,0
S00973,Male,2nd Year,Instagram,7.35,1.15,4.94,100.0,51.2,55.3,8.47,6-8h,0
S00974,Male,1st Year,YouTube,4.06,0.13,9.8,98.4,56.3,54.8,8.54,4-6h,0
S00975,Female,1st Year,TikTok,4.52,0.97,8.33,99.7,53.7,86.1,9.53,4-6h,0
S00976,Female,3rd Year,Twitter/X,1.34,1.69,7.76,90.2,70.8,72.2,10.0,<2h,0
S00977,Male,4th Year,WhatsApp,4.5,5.25,8.79,89.4,79.6,90.3,9.45,4-6h,0
S00978,Female,1st Year,TikTok,0.5,4.07,6.65,100.0,77.6,79.4,9.9,<2h,0
S00979,Female,1st Year,Snapchat,2.02,4.21,8.23,100.0,74.7,92.7,9.74,2-4h,0
S00980,Male,1st Year,YouTube,7.17,0.0,7.01,63.5,58.2,55.9,7.89,6-8h,1
S00981,Female,4th Year,Snapchat,7.23,0.89,7.08,69.8,55.6,50.3,7.85,6-8h,1
S00982,Male,2nd Year,Instagram,6.44,4.16,8.51,97.0,73.4,71.2,8.76,6-8h,0
S00983,Male,4th Year,YouTube,3.37,3.81,8.27,84.8,84.3,76.9,8.89,2-4h,0
S00984,Female,3rd Year,TikTok,5.4,2.8,7.39,78.4,74.1,52.6,8.97,4-6h,0
S00985,Male,3rd Year,Instagram,5.49,3.85,4.85,72.5,78.7,64.6,8.6,4-6h,0
S00986,Male,4th Year,Snapchat,2.95,5.91,6.13,82.5,91.1,89.1,8.6,2-4h,0
S00987,Male,1st Year,Snapchat,8.81,2.07,6.34,67.0,62.6,50.6,8.34,8h+,1
S00988,Female,1st Year,YouTube,7.43,2.76,6.83,100.0,63.6,65.6,8.8,6-8h,0
S00989,Female,2nd Year,YouTube,5.01,3.38,5.6,85.4,64.9,71.8,9.51,4-6h,0
S00990,Male,4th Year,Twitter/X,5.56,6.58,10.0,84.3,76.6,91.9,9.84,4-6h,0
S00991,Female,4th Year,Snapchat,5.96,0.0,8.9,90.3,55.1,48.1,7.86,4-6h,1
S00992,Male,1st Year,YouTube,1.01,4.83,8.46,100.0,88.5,92.5,9.05,<2h,0
S00993,Female,3rd Year,YouTube,4.96,2.93,7.18,95.1,72.6,86.7,8.78,4-6h,0
S00994,Male,3rd Year,TikTok,4.0,4.12,6.95,97.5,80.7,71.7,9.12,2-4h,0
S00995,Female,2nd Year,TikTok,3.3,2.41,6.09,81.3,62.0,66.8,9.31,2-4h,0
S00996,Other,2nd Year,Instagram,4.88,3.04,7.19,82.8,81.8,80.7,8.95,4-6h,0
S00997,Female,3rd Year,YouTube,9.45,3.36,6.74,87.9,59.6,68.8,9.04,8h+,0
S00998,Male,4th Year,Twitter/X,6.91,7.42,5.17,78.0,71.0,77.1,8.86,6-8h,0
S00999,Female,2nd Year,TikTok,4.24,4.44,7.62,86.5,72.2,79.6,9.71,4-6h,0
S01000,Male,1st Year,WhatsApp,6.76,1.5,6.61,87.5,82.2,58.9,8.82,6-8h,0
S01001,Female,4th Year,Snapchat,8.58,1.81,4.06,89.2,56.9,48.8,7.44,8h+,1
S01002,Male,1st Year,WhatsApp,7.53,1.95,5.58,64.8,59.7,50.6,8.78,6-8h,0
S01003,Male,2nd Year,Instagram,5.63,0.28,6.44,92.0,59.2,55.1,8.47,4-6h,0
S01004,Male,3rd Year,Snapchat,4.08,2.76,9.67,84.4,69.8,74.3,9.29,4-6h,0
S01005,Male,2nd Year,Instagram,7.04,3.82,7.49,90.2,62.6,66.4,8.6,6-8h,0
S01006,Female,3rd Year,TikTok,6.37,0.93,5.13,91.7,62.5,48.5,8.9,6-8h,0
S01007,Female,4th Year,YouTube,7.47,4.22,7.34,98.7,77.8,73.9,8.61,6-8h,0
S01008,Female,2nd Year,YouTube,6.9,3.48,4.78,96.9,70.5,77.9,9.2,6-8h,0
S01009,Female,2nd Year,Twitter/X,7.81,1.48,8.06,95.7,51.5,61.8,8.88,6-8h,0
S01010,Female,2nd Year,Twitter/X,4.32,3.0,6.56,100.0,68.5,72.2,8.77,4-6h,0
S01011,Male,4th Year,Instagram,8.4,4.88,6.44,84.4,65.1,74.2,9.67,8h+,0
S01012,Male,1st Year,TikTok,5.93,4.02,8.66,84.8,71.8,73.2,9.19,4-6h,0
S01013,Male,1st Year,YouTube,10.07,2.19,4.64,88.2,69.1,63.9,8.47,8h+,0
S01014,Male,3rd Year,YouTube,3.98,2.92,5.41,94.1,70.4,71.0,8.46,2-4h,0
S01015,Male,2nd Year,Snapchat,9.32,2.43,5.67,77.3,59.8,57.7,9.08,8h+,0
S01016,Male,1st Year,YouTube,5.94,2.15,8.28,88.5,80.0,61.8,8.33,4-6h,1
S01017,Male,4th Year,WhatsApp,4.07,0.1,5.24,86.4,70.0,58.6,8.88,4-6h,0
S01018,Male,2nd Year,Instagram,4.44,6.25,3.48,77.7,85.4,79.0,8.95,4-6h,0
S01019,Female,3rd Year,TikTok,4.8,3.36,6.52,98.8,87.1,74.1,8.89,4-6h,0
S01020,Male,1st Year,TikTok,6.43,3.43,7.58,84.4,72.6,65.8,9.19,6-8h,0
S01021,Female,4th Year,Instagram,6.65,2.71,8.39,100.0,50.3,67.1,9.34,6-8h,0
S01022,Female,4th Year,YouTube,4.24,2.12,6.59,70.3,75.4,63.2,8.22,4-6h,1
S01023,Female,3rd Year,Snapchat,5.45,2.73,6.47,79.5,55.7,68.2,9.21,4-6h,0
S01024,Male,1st Year,Snapchat,10.21,0.0,7.79,79.7,55.2,43.9,8.25,8h+,1
S01025,Male,2nd Year,YouTube,9.3,5.73,4.0,91.8,56.7,72.0,8.56,8h+,0
S01026,Male,4th Year,TikTok,6.46,0.98,6.35,87.8,57.6,56.6,9.04,6-8h,0
S01027,Male,3rd Year,Instagram,5.58,1.44,7.24,88.0,61.4,62.6,8.06,4-6h,1
S01028,Male,4th Year,Instagram,5.76,2.29,7.54,73.4,60.3,60.4,8.4,4-6h,0
S01029,Female,4th Year,YouTube,6.85,4.69,6.13,71.8,68.9,67.8,9.1,6-8h,0
S01030,Female,1st Year,Instagram,3.25,3.43,7.38,90.9,82.7,93.0,8.95,2-4h,0
S01031,Female,1st Year,Twitter/X,4.93,1.25,3.85,72.0,59.2,54.5,8.47,4-6h,0
S01032,Male,2nd Year,TikTok,1.83,5.54,6.69,84.1,87.7,89.9,9.82,<2h,0
S01033,Male,4th Year,WhatsApp,6.38,3.94,7.46,89.0,62.6,75.0,8.99,6-8h,0
S01034,Female,3rd Year,TikTok,6.92,3.55,5.51,73.5,66.7,60.4,8.96,6-8h,0
S01035,Male,4th Year,WhatsApp,4.44,4.26,7.24,100.0,77.4,88.4,9.33,4-6h,0
S01036,Female,3rd Year,TikTok,8.96,5.97,7.06,93.1,63.8,75.2,9.21,8h+,0
S01037,Female,4th Year,TikTok,2.8,6.76,6.96,72.5,74.7,92.9,10.0,2-4h,0
S01038,Male,3rd Year,WhatsApp,2.28,2.55,7.7,79.5,77.5,69.8,9.47,2-4h,0
S01039,Male,4th Year,TikTok,5.99,5.35,5.67,61.5,84.2,62.8,9.26,4-6h,0
S01040,Male,4th Year,Instagram,7.8,3.16,6.39,74.4,64.8,62.2,8.07,6-8h,1
S01041,Male,2nd Year,Snapchat,9.2,3.08,7.24,88.2,59.0,55.7,8.76,8h+,0
S01042,Male,1st Year,Twitter/X,4.49,0.64,7.36,82.1,65.1,62.3,8.23,4-6h,1
S01043,Male,1st Year,Snapchat,7.87,2.32,5.88,86.8,63.2,51.9,7.97,6-8h,1
S01044,Male,3rd Year,TikTok,5.42,1.8,7.3,69.9,67.6,56.8,8.51,4-6h,0
S01045,Female,4th Year,TikTok,5.12,4.31,7.99,93.4,53.5,70.1,8.93,4-6h,0
S01046,Female,4th Year,WhatsApp,7.44,4.26,4.04,77.1,60.8,79.9,9.04,6-8h,0
S01047,Male,1st Year,Instagram,6.94,0.0,8.29,83.4,50.8,43.2,8.57,6-8h,0
S01048,Female,3rd Year,TikTok,2.03,3.59,7.08,88.2,78.3,78.7,8.65,2-4h,0
S01049,Female,2nd Year,YouTube,8.75,4.1,7.07,68.4,68.0,68.4,8.28,8h+,1
S01050,Female,2nd Year,TikTok,8.54,2.17,8.1,69.8,66.2,61.5,7.71,8h+,1
S01051,Female,2nd Year,TikTok,4.12,4.34,5.42,96.3,77.7,82.9,9.12,4-6h,0
